N°	Maintenance Type	Printer	Line	PM to be done at JT	MACHINE TIME	JET TIME	PM Ecart JT	Effective PM date	Next PM	Next Jet Time	NEXT DATE	mois prevu	Année prévue	
652	4000h	N3A13251	Line193		"17,452"	"15,836"		12/3/12		"17,836"				
645	600h	N3A13260	Line19		"17,799"	"13,508"		12/3/12		"14,108"				
648	4000h	N3A13419	Line89		"20,617"	"8,857"		12/3/12		"10,857"				
650	1200h	N3A13332	Line86		"20,646"	"7,756"		12/3/12		"8,956"				
647	4000h	N3A13418	Line87		"14,995"	"6,151"		12/3/12		"8,151"				
644	600h	N3A13493	Line63		"18,161"	"15,387"		12/2/12		"15,987"				
639	600h	N3A13421	Line193		"20,359"	"15,258"		12/2/12		"15,858"				
635	600h	N3A13429	Line70		"20,890"	"15,099"		12/1/12		"15,699"				
638	600h	N3A13263	Line107		"15,005"	"12,934"		12/1/12		"13,534"				
646	600h	N3A13293	Line4		"15,670"	"11,425"		12/1/12		"12,025"				
637	600h	N3A13566	Line92		"13,887"	"11,084"		12/1/12		"11,684"				
640	600h	N3A13315	Line193		"6,567"	"5,539"		12/1/12		"6,139"				
636	4000h	N3A13560	Line132		"6,466"	"4,010"		12/1/12		"6,010"				
634	7800h	N3A13251	Line193		"17,452"	"15,836"		11/30/12		"25,547"				
633	600h	N3A13251	Line193		"17,452"	"15,836"		11/30/12		"16,436"				
1278	7800h	N3A13267	Line52	0	"18,225"	"13,987"		11/30/12		"25,959"				
632	4000h	N3A13489	Line56		"16,506"	"7,565"		11/30/12		"9,565"				
630	2400h	N3A13273	Line64		"19,898"	"14,951"		11/29/12		"16,151"				
624	600h	N3A13561	Line193		0	"9,614"		11/29/12		"10,214"				
626	4000h	N3A13422	Line12		"11,816"	"6,706"		11/29/12		"8,706"				
625	4000h	N3A13716	Line193		"14,444"	"6,441"		11/29/12		"8,441"				
631	4000h	N3A13261	Line193		"8,462"	"6,145"		11/29/12		"8,145"				
643	600h	N4A08612	Line195		"17,095"	"4,773"		11/29/12		"5,373"				
629	7800h	N3A13294	Line18		"18,624"	"16,409"		11/28/12		"29,163"				
628	600h	N3A13294	Line18		"18,624"	"16,409"		11/28/12		"17,409"				
627	600h	N3A13253	Line29		"21,060"	"16,153"		11/28/12		"16,753"				
623	600h	N3A13557	Line57		"10,152"	"6,060"		11/28/12		"6,660"				
622	600h	N3A13719	Line94		"12,012"	"9,627"		11/27/12		"10,227"				
621	4000h	N3A13552	Line28		"13,628"	"8,072"		11/27/12		"10,072"				
620	2000h	N3A13557	Line57		"10,128"	"6,036"		11/27/12		"8,036"				
642	600h	N4A08615	Line197		"16,041"	"3,617"		11/27/12		"4,217"				
619	7800h	N3A13254	Line37		"20,855"	"15,218"		11/26/12		"24,800"				
618	600h	N3A13254	Line37		"20,855"	"15,218"		11/26/12		"16,218"				
617	600h	N3A13547	Line193		"9,339"	"8,108"		11/26/12		"8,708"				
615	7800h	N3A13259	Line50		"18,735"	"14,833"		11/25/12		"21,897"				
614	2400h	N3A13259	Line50		"18,735"	"14,833"		11/25/12		"16,033"				
616	7800h	N3A13299	Line103		"7,544"	"6,398"		11/25/12		"15,894"				
609	600h	N3A13427	Line75		"18,775"	"13,589"		11/23/12		"14,189"				
613	4000h	N3A13559	Line193		"13,527"	"11,402"		11/23/12		"13,402"				
611	2400h	N3A13423	Line193		"16,170"	"11,125"		11/23/12		"12,325"				
610	600h	N3A13423	Line193		"16,170"	"11,125"		11/23/12		"11,725"				
608	7800h	N3A13825	Line21		"8,864"	"8,100"		11/23/12		"17,883"				
607	600h	N3A13825	Line21		"8,864"	"8,100"		11/23/12		"8,700"				
641	600h	N4A08626	Line199		"16,757"	"4,222"		11/23/12		"4,822"				
606	7800h	N3A13296	Line113		"20,224"	"16,256"		11/22/12		"26,112"				
605	600h	N3A13296	Line113		"20,224"	"16,256"		11/22/12		"16,856"				
602	600h	N3A13247	Line211		"20,323"	"15,262"		11/22/12		"15,862"				
872	600h	N3A13267	Line52		"18,082"	"13,869"		11/22/12		"14,469"				
603	600h	N3A13262	Line65		"17,675"	"12,612"		11/22/12		"13,212"				
604	600h	N3A13238	Line17		"10,978"	"6,805"		11/22/12		"7,405"				
1185	7800h	N3A13428	Line212	0	"20,388"	"8,371"		11/21/12		"17,762"				
601	1200h	N3A13525	Line51		"20,832"	"16,514"		11/20/12		"17,714"				
600	1200h	N3A13525	Line51		"20,832"	"16,514"		11/20/12		"17,714"				
599	4000h	N3A13525	Line51		"20,832"	"16,514"		11/20/12		"18,514"				
597	600h	N3A13558	Line119		"13,423"	"10,207"		11/20/12		"10,807"				
612	4000h	N3A13551	Line193		"6,064"	"4,084"		11/20/12		"6,084"				
598	600h	AS0000090359	Line8		"2,092"	"1,958"		11/20/12		"2,558"				
591	600h	N3A13210	Line193		"16,512"	"14,088"		11/19/12		"15,088"				
596	4000h	N3A13315	Line193		"6,282"	"5,261"		11/19/12		"7,261"				
589	600h	N3A13424	Line205		"20,645"	"14,878"		11/18/12		"15,478"				
590	600h	N3A13564	Line69		"2,418"	"1,600"		11/18/12		"2,200"				
588	7800h	N3A13417	Line206		"18,809"	"14,045"		11/16/12		"23,645"				
587	600h	N3A13417	Line206		"18,809"	"14,045"		11/16/12		"14,645"				
585	7800h	N3A13268	Line193		"19,835"	"9,859"		11/16/12		"17,300"				
584	600h	N3A13268	Line193		"19,835"	"9,859"		11/16/12		"10,459"				
586	600h	N3A13426	Line14		"3,357"	"2,016"		11/16/12		"2,616"				
595	7800h	N3A13313	Line76		"20,607"	"18,446"		11/15/12		"30,090"				
594	600h	N3A13313	Line76		"20,607"	"18,446"		11/15/12		"19,046"				
583	1200h	N3A13321	Line77		"18,026"	"14,233"		11/15/12		"15,433"				
580	2400h	N3A13554	Line76		"13,421"	"12,237"		11/15/12		"13,437"				
579	600h	N3A13554	Line76		"13,421"	"12,237"		11/15/12		"12,837"				
578	600h	N3A13556	Line13		"17,585"	"11,482"		11/15/12		"12,082"				
582	600h	N3A13489	Line56		"16,150"	"7,225"		11/15/12		"7,825"				
576	600h	N3A13511	Line193		"17,055"	"6,347"		11/14/12		"6,947"				
575	600h	N3A13560	Line132		"6,064"	"3,609"		11/14/12		"4,209"				
581	7800h	N3A13495	Line204		"2,132"	"1,927"		11/14/12		"9,600"				
577	600h	N3A13495	Line204		"2,132"	"1,927"		11/14/12		"2,527"				
593	7800h	N3A13491	Line112		"19,279"	"17,472"		11/13/12		"27,860"				
592	600h	N3A13491	Line112		"19,279"	"17,472"		11/13/12		"18,072"				
573	600h	N3A13427	Line209		"19,099"	"14,810"		11/13/12		"15,410"				
538	600h	N3A13550	Line203		"16,615"	"14,473"		11/11/12		"15,073"				
574	600h	N3A13314	Line20		"17,061"	"13,695"		11/11/12		"14,295"				
537	600h	N3A13498	Line193		"13,849"	"10,582"		11/10/12		"11,182"				
542	600h	N3A13819	Line215		"13,208"	"12,075"		11/9/12		"12,675"	 			
565	600h	N3A13559	Line8		"12,455"	"10,437"		11/9/12		"11,037"				
564	2400h	N3A13559	Line8		"12,455"	"10,437"		11/9/12		"11,637"				
541	7800h	N3A13419	Line89		"20,153"	"8,448"		11/9/12	9600h	"18,661"				
539	600h	AS0000090361	Line23		"9,324"	"7,835"		11/9/12		"8,435"				
540	600h	N3A13552	Line28		"13,197"	"7,678"		11/9/12		"8,278"				
545	600h	N3A13716	Line193		"13,943"	"6,018"		11/8/12		"6,618"				
544	600h	N3A13261	Line193		"7,969"	"5,681"		11/8/12		"6,681"				
548	600h	N3A13319	Line68		"6,099"	"5,134"		11/8/12		"6,134"				
547	7800h	N3A13720	Line67		"19,469"	"17,774"		11/7/12		"28,379"				
546	600h	N3A13720	Line67		"19,469"	"17,774"		11/7/12		"18,374"				
549	600h	N3A13717	Line202		"19,205"	"17,051"		11/7/12		"17,651"				
550	600h	N3A13250	Line193		"17,767"	"10,559"		11/7/12		"11,159"				
553	2400h	N3A13320	Line193		"17,206"	"10,214"		11/7/12		"11,414"				
552	600h	N3A13722	Line11		"11,016"	"9,730"		11/7/12		"10,330"				
543	600h	N3A13272	Line193		"9,822"	"8,523"		11/7/12		"9,123"				
555	600h	N3A13488	Line58		"18,208"	"14,257"		11/6/12		"15,257"				
554	600h	N3A13528	Line43		"12,912"	"3,827"		11/6/12		"4,427"				
558	600h	N3A13207	Line80		"17,935"	"16,482"		11/5/12		"17,482"				
560	1200h	N3A13496	Line81		"17,958"	"15,831"		11/5/12		"17,031"				
556	600h	N3A13566	Line92		"13,267"	"10,466"		11/5/12		"11,066"				
551	600h	N3A13725	Line61		"13,316"	"8,039"		11/5/12		"8,639"				
557	600h	N3A13551	Line193		"5,639"	"4,068"		11/5/12		"4,668"				
559	600h	N3A13217	Line193		"3,678"	"3,241"		11/5/12		"3,841"				
562	600h	N3A13263	Line107		"14,356"	"12,288"		11/4/12		"12,888"				
561	600h	N3A13293	Line4		"15,023"	"10,750"		11/4/12		"11,350"				
563	600h	N3A13557	Line57		"9,566"	"5,480"		11/4/12		"6,080"				
568	1200h	N3A13246	Line193		"12,962"	"10,401"		11/3/12		"11,601"	 			
567	600h	N3A13561	Line193		0	"9,014"		11/3/12		"9,614"				
566	600h	N3A13421	Line193		"19,655"	"14,568"		11/2/12		"15,168"				
569	600h	N3A13429	Line70		"20,199"	"14,411"		11/2/12		"15,011"				
570	600h	N3A13493	Line63		"18,161"	"14,648"		11/1/12		"15,248"				
571	600h	N3A13719	Line94		"11,380"	"9,010"		11/1/12		"9,610"				
572	600h	N3A13527	Line193		"8,819"	"3,476"		11/1/12		"4,076"				
534	600h	N3A13313	Line76		"20,140"	"17,980"		10/30/12		"18,580"				
533	600h	N3A13318	Line33		"20,178"	"17,590"		10/30/12		"18,590"				
536	600h	N3A13419	Line212		"19,646"	"8,246"		10/30/12		"8,846"				
535	600h	N3A13332	Line87		"19,956"	"7,073"		10/30/12		"7,673"				
530	600h	N3A13525	Line51		"20,291"	"15,983"		10/29/12		"16,583"				
529	600h	N3A13553	Line31		"8,323"	"4,304"		10/29/12		"4,904"				
528	600h	N3A13321	Line77		"17,625"	"13,917"		10/25/12		"14,517"				
532	600h	N3A13315	Line193		"5,679"	"4,675"		10/25/12		"5,275"				
531	2400h	N3A13315	Line193		"5,679"	"4,675"		10/25/12		"5,875"				
526	600h	N3A13267	Line52		"17,373"	"13,307"		10/24/12		"13,907"				
527	600h	N3A13245	Line75		"18,060"	"12,968"		10/24/12		"13,568"				
525	600h	N3A13428	Line89		"20,312"	"8,510"		10/24/12		"9,110"				
520	600h	N3A13248	Line38		"20,040"	"15,597"		10/23/12		"16,597"				
521	600h	N3A13253	Line29		"20,193"	"15,397"		10/23/12		"15,997"				
518	600h	N3A13547	Line216		"8,518"	"7,569"		10/23/12		"8,169"				
516	600h	N3A13294	Line18		"17,755"	"15,644"		10/22/12		"16,244"				
514	600h	N3A13266	Line1		"19,960"	"13,880"		10/22/12		"14,480"				
517	600h	N3A13721	Line44		"15,317"	"11,139"		10/22/12		"11,739"				
515	600h	N3A13558	Line119		"12,739"	"9,600"		10/22/12		"10,200"				
513	600h	N3A13238	Line17		"10,224"	"6,151"		10/22/12		"6,751"				
510	4000h	N3A13429	Line70		"19,908"	"14,198"		10/21/12		"16,198"				
523	600h	N3A13268	Line204		"19,313"	"9,436"		10/21/12		"10,036"				
512	2400h	N3A13268	Line204		"19,313"	"9,436"		10/21/12		"10,636"				
519	4000h	N3A13238	Line17		"10,224"	"6,151"		10/21/12		"8,151"				
522	600h	N3A13417	Line206		"18,253"	"13,580"		10/20/12		"14,180"				
511	2400h	N3A13417	Line206		"18,253"	"13,580"		10/20/12		"14,780"				
507	600h	N3A13565	Line98		"16,244"	"11,035"		10/20/12		"11,635"				
509	4000h	N3A13300	Line97		"10,611"	"8,699"		10/20/12		"10,699"				
508	600h	N3A13300	Line97		"10,611"	"8,699"		10/20/12		"9,299"				
506	600h	N3A13496	Line81		"17,612"	"15,500"		10/19/12		"16,100"				
505	4000h	N3A13554	Line71		"12,766"	"11,674"		10/19/12		"13,674"				
503	600h	N3A13554	Line71		"12,761"	"11,669"		10/19/12		"12,269"				
504	600h	N3A13209	Line193		"16,026"	"8,077"		10/19/12		"9,077"				
496	600h	N3A13491	Line112		"18,680"	"16,927"		10/18/12		"17,527"				
492	600h	N3A13424	Line205		"19,978"	"14,272"		10/18/12		"14,872"				
502	600h	N3A13262	Line65		"16,789"	"11,838"		10/18/12		"12,438"				
500	600h	N3A13825	Line21		"8,104"	"7,436"		10/18/12		"8,036"				
501	600h	N3A13560	Line132		"5,422"	"3,020"		10/18/12		"3,620"				
494	4000h	N3A13298	Line15		"19,754"	"16,366"		10/17/12		"18,366"				
493	600h	N3A13298	Line15		"19,754"	"16,366"		10/17/12		"16,966"				
499	600h	N3A13273	Line64		"18,951"	"14,071"		10/17/12		"14,671"				
487	600h	N3A13550	Line203		"16,009"	"13,950"		10/17/12		"14,550"				
491	1200h	N3A13265	Line77		"16,729"	"13,379"		10/17/12		"14,579"				
490	600h	N3A13549	Line78		"15,179"	"11,338"		10/17/12		"11,938"				
495	7800h	N3A13556	Line112		"16,913"	"10,903"		10/17/12		"21,977"				
488	600h	N3A13717	Line202		"18,765"	"16,526"		10/16/12		"17,126"				
485	600h	N3A13210	Line193		"15,725"	"13,460"		10/16/12		"14,060"				
486	600h	N3A13489	Line56		"15,432"	"6,631"		10/16/12		"7,231"				
483	4000h	N3A13313	Line76		"19,785"	"17,724"		10/15/12		"19,724"				
484	4000h	N3A13491	Line13		"18,613"	"16,860"		10/15/12		"18,860"				
489	600h	N3A13247	Line211		"19,397"	"14,613"		10/15/12		"15,213"				
482	600h	N3A13254	Line37		"19,827"	"14,193"		10/14/12		"15,193"				
479	600h	N3A13566	Line13		"16,846"	"10,854"		10/14/12		"11,454"				
478	600h	AS0000090363	Line2		"4,050"	"3,813"		10/13/12		"4,413"				
476	600h	N3A13427	Line209		"18,305"	"14,125"		10/12/12		"14,725"				
477	600h	N3A13260	Line19		"17,163"	"12,980"		10/12/12		"13,580"				
480	600h	N3A13291	Line60		"16,263"	"12,675"		10/12/12		"13,275"				
481	4000h	N3A13547	Line216		"8,266"	"7,319"		10/12/12		"9,319"				
475	600h	N3A13490	Line73		"16,732"	"14,601"		10/11/12		"15,201"				
473	600h	N3A13819	Line215		"12,515"	"11,454"		10/11/12		"12,054"				
474	600h	N3A13261	Line193		"7,312"	"5,122"		10/11/12		"5,722"				
468	4000h	N3A13310	Line9		"19,656"	"18,653"		10/10/12		"20,653"				
467	600h	N3A13310	Line9		"19,656"	"18,653"		10/10/12		"19,653"				
466	600h	N3A13314	Line60		"16,236"	"13,071"		10/10/12		"13,671"				
469	4000h	N3A13565	Line98		"16,018"	"10,814"		10/10/12		"12,814"				
472	4000h	N3A13722	Line11		"10,416"	"9,134"		10/10/12		"11,134"				
471	600h	N3A13722	Line11		"10,416"	"9,134"		10/10/12		"9,734"				
470	600h	N3A13526	Line182		"13,255"	"5,658"		10/10/12		"6,258"				
465	600h	N3A13564	Line69		"1,479"	822		10/10/12		"1,422"				
464	600h	N3A13552	Line28		"12,424"	"7,037"		10/8/12		"7,637"				
458	600h	N3A13720	Line67		"18,729"	"17,126"		10/7/12		"17,726"				
459	600h	N3A13259	Line50		"18,422"	"14,532"		10/7/12		"15,132"				
462	600h	AS0000090361	Line23		"8,539"	"7,123"		10/7/12		"7,723"				
457	600h	N3A13289	Line30		"17,634"	"15,191"		10/6/12		"15,791"				
456	600h	N3A13422	Line12		"10,518"	"5,881"		10/6/12		"6,481"				
463	600h	N3A13716	Line193		"10,447"	"4,995"		10/6/12		"5,595"				
450	600h	N3A13421	Line193		"18,964"	"13,949"		10/5/12		"14,549"				
454	600h	N3A13429	Line70		"15,544"	"13,836"		10/5/12		"14,436"				
451	600h	N3A13293	Line4		"14,302"	"10,150"		10/5/12		"10,750"				
455	600h	N3A13566	Line92		"12,540"	"9,833"		10/5/12		"10,433"				
461	4000h	N3A13428	Line212		"19,900"	"8,099"		10/5/12		"10,099"				
449	600h	N3A13561	Line193		"6,439"	"5,100"		10/5/12		"5,700"				
453	600h	N3A13551	Line193		"4,901"	"3,444"		10/5/12		"4,044"				
448	600h	N3A13263	Line107		"13,042"	"11,046"		10/4/12		"11,646"				
452	600h	N3A13487	Line1		"11,474"	"9,062"		10/4/12		"9,662"				
444	1200h	N3A13497	Line16		"13,944"	"8,587"		10/3/12		"9,787"				
460	4000h	N3A13332	Line86		"19,462"	"6,585"		10/3/12		"8,585"				
447	600h	N3A13557	Line57		"8,766"	"4,800"		10/3/12		"5,400"				
446	4000h	N3A13217	Line193		"2,889"	"2,571"		10/3/12		"4,571"				
442	600h	N3A13719	Line94		"10,671"	"8,441"		10/2/12		"9,041"				
445	600h	N3A13217	Line193		"2,889"	"2,571"		10/2/12		"3,171"				
443	600h	N3A13527	Line193		"8,093"	"2,877"		10/1/12		"3,477"				
437	600h	N3A13493	Line63		"17,423"	"13,996"		9/30/12		"14,596"				
438	600h	N3A13498	Line193		"12,989"	"9,827"		9/30/12		"10,427"				
435	600h	N3A13313	Line76		"19,374"	"17,314"		9/28/12		"17,914"				
434	600h	N3A13265	Line77		"16,266"	"12,920"		9/28/12		"13,520"				
436	600h	N3A13488	Line58		"16,705"	"12,800"		9/28/12		"13,800"				
428	600h	N3A13491	Line13		"18,178"	"16,434"		9/27/12		"17,034"				
431	600h	N3A13253	Line29		"19,563"	"14,776"		9/27/12		"15,376"				
432	600h	N3A13267	Line52		"16,745"	"12,660"		9/27/12		"13,260"				
430	600h	N3A13320	Line193		"16,300"	"9,514"		9/27/12		"10,114"				
433	600h	N3A13558	Line119		"12,134"	"9,000"		9/27/12		"9,600"				
429	600h	N3A13419	Line212		"19,310"	"7,613"		9/27/12		"8,213"				
425	600h	N3A13528	Line43		"12,024"	"3,131"		9/27/12		"3,731"				
424	600h	N3A13296	Line113		"18,987"	"15,073"		9/26/12		"15,673"				
421	600h	N3A13294	Line18		"17,114"	"15,004"		9/26/12		"15,604"				
422	600h	N3A13246	Line193		"12,079"	"9,621"		9/26/12		"10,221"				
427	600h	N3A13272	Line193		"8,821"	"7,634"		9/26/12		"8,234"				
423	600h	N3A13315	Line193		"4,986"	"3,993"		9/26/12		"4,593"				
418	600h	N3A13525	Line51		"19,487"	"15,272"		9/25/12		"15,872"				
416	600h	N3A13266	Line1		"19,330"	"13,251"		9/25/12		"13,851"				
417	600h	N3A13321	Line193		"16,910"	"13,209"		9/25/12		"13,809"				
420	600h	N3A13268	Line204		"18,684"	"8,812"		9/25/12		"9,412"				
415	600h	N3A13428	Line89		"19,656"	"7,874"		9/25/12		"8,474"				
426	600h	N3A13725	Line61		"12,288"	"7,209"		9/25/12		"7,809"				
419	600h	N3A13218	Line213		"9,228"	"4,892"		9/25/12		"5,492"				
414	4000h	N3A13248	Line38		"19,347"	"14,905"		9/24/12		"16,905"				
411	600h	N3A13496	Line81		"17,018"	"14,900"		9/24/12		"15,500"				
410	600h	N3A13248	Line38		"19,334"	"14,892"		9/24/12		"15,492"				
412	600h	N3A13417	Line206		"17,622"	"12,976"		9/24/12		"13,576"				
413	600h	N3A13299	Line103		"6,145"	"5,086"		9/24/12		"5,686"				
408	600h	N3A13209	Line193		"15,397"	"7,441"		9/23/12		"8,041"				
409	600h	N3A13560	Line132		"4,396"	"2,420"		9/23/12		"3,020"				
439	4000h	N3A13265	Line77		"16,125"	"12,802"		9/22/12		"19,125"				
441	4000h	N3A13314	Line20		"15,809"	"12,663"		9/22/12		"14,663"				
440	4000h	N3A13291	Line60		"15,782"	"12,217"		9/22/12		"14,217"				
407	600h	N3A13565	Line98		"15,652"	"10,478"		9/22/12		"11,078"				
405	600h	N3A13273	Line64		"18,223"	"13,444"		9/21/12		"14,044"				
401	600h	N3A13260	Line19		"16,650"	"12,475"		9/21/12		"13,075"				
406	1200h	N3A13554	Line71		"12,098"	"11,007"		9/21/12		"12,207"				
402	600h	N3A13489	Line56		"14,804"	"6,026"		9/21/12		"6,626"				
404	600h	N3A13716	Line12		"10,152"	"4,757"		9/21/12		"5,357"				
399	4000h	N3A13717	Line202		"18,309"	"15,928"		9/20/12		"17,928"				
398	600h	N3A13717	Line202		"18,309"	"15,928"		9/20/12		"16,528"				
403	600h	N3A13424	Line205		"19,322"	"13,618"		9/20/12		"14,218"				
400	600h	N3A13556	Line112		"16,273"	"10,295"		9/20/12		"10,895"				
397	600h	N3A13238	Line17		"9,473"	"5,427"		9/20/12		"6,027"				
524	600h	N3A13319	Line68		"5,006"	"4,052"		9/20/12		"5,052"				
354	600h	N3A13298	Line193		"19,071"	"15,688"		9/19/12		"16,288"				
390	4000h	N3A13294	Line18		"16,962"	"14,853"		9/19/12		"16,853"				
396	4000h	N3A13550	Line203		"15,353"	"13,294"		9/19/12		"15,294"				
395	600h	N3A13550	Line203		"15,353"	"13,294"		9/19/12		"13,894"				
392	2000h	N3A13321	Line193		"16,761"	"13,081"		9/19/12		"15,081"				
394	4000h	N3A13262	Line65		"16,139"	"11,239"		9/19/12		"13,239"				
355	600h	N3A13262	Line65		"16,169"	"11,218"		9/19/12		"11,818"				
391	2000h	N3A13547	Line216		"7,782"	"6,900"		9/19/12		"8,900"				
361	600h	N3A13210	Line193		"15,045"	"12,782"		9/18/12		"13,382"				
393	4000h	N3A13267	Line52		"15,045"	"12,450"		9/18/12		"14,450"				
356	4000h	N3A13267	Line52		"15,045"	"12,450"		9/18/12		"14,450"				
358	600h	N3A13721	Line44		"14,491"	"10,375"		9/18/12		"10,975"				
357	4000h	N3A13299	Line103		"6,009"	"4,953"		9/18/12		"6,953"				
360	600h	N3A13553	Line31		"7,386"	"3,367"		9/17/12		"3,967"				
363	600h	N3A13251	Line193		"15,754"	"14,148"		9/16/12		"14,748"				
366	600h	N3A13289	Line30		"17,159"	"14,785"		9/15/12		"15,385"				
365	600h	N3A13490	Line73		"16,108"	"13,981"		9/15/12		"14,581"				
368	600h	N3A13314	Line20		"15,638"	"12,492"		9/15/12		"13,092"				
367	600h	N3A13549	Line78		"14,424"	"10,646"		9/15/12		"11,246"				
371	4000h	N3A13490	Line73		"16,079"	"13,952"		9/14/12		"15,952"				
389	2000h	N3A13719	Line94		"10,231"	"8,007"		9/14/12		"10,007"				
369	600h	N3A13547	Line216		"7,706"	"6,881"		9/14/12		"7,481"				
374	4000h	N3A13511	Line193		"15,589"	"5,952"		9/14/12		"7,952"				
373	600h	N3A13261	Line193		"6,655"	"4,469"		9/14/12		"5,069"				
372	2000h	N3A13527	Line193		"7,667"	"2,461"		9/14/12		"4,461"				
388	600h	N3A13427	Line209		"17,637"	"13,462"		9/13/12		"14,062"				
364	4000h	N3A13254	Line37		"19,083"	"13,454"		9/13/12		"15,454"				
362	4000h	N3A13488	Line58		"17,100"	"13,171"		9/13/12		"15,171"				
385	600h	N3A13249	Line193		"14,348"	"11,340"		9/13/12		"11,940"				
386	600h	N3A13819	Line215		"11,845"	"10,792"		9/13/12		"11,392"				
382	600h	N3A13559	Line8		"11,830"	"9,814"		9/13/12		"10,414"				
380	600h	N3A13825	Line21		"7,281"	"6,650"		9/13/12		"7,250"				
381	600h	N3A13332	Line87		"19,009"	"6,457"		9/13/12		"7,057"				
387	4000h	N3A13247	Line23		"18,625"	"13,900"		9/12/12		"15,900"				
377	600h	N3A13247	Line211		"18,625"	"13,900"		9/12/12		"14,500"				
376	600h	N3A13321	Line193		"16,597"	"12,918"		9/12/12		"13,518"				
325	2000h	N3A13558	Line119		"11,740"	"8,606"		9/12/12		"10,606"				
359	2000h	N3A13561	Line193		"6,042"	"4,704"		9/12/12		"6,704"				
370	600h	AS0000090363	Line2		"3,307"	"3,091"		9/12/12		"3,691"				
326	4000h	N3A13427	Line209		"17,590"	"13,415"		9/11/12		"15,415"				
324	600h	N3A13429	Line70		"18,974"	"13,305"		9/11/12		"13,905"				
243	4000h	N3A13819	Line215		"11,800"	"10,746"		9/11/12		"12,746"				
328	600h	N3A13551	Line193		"4,325"	"2,905"		9/11/12		"3,505"				
327	2000h	N3A13217	Line23		"2,364"	"2,074"		9/11/12		"4,074"				
384	600h	N3A13207	Line80		"17,154"	"15,710"		9/10/12		"16,310"				
332	600h	N3A13254	Line37		"19,003"	"13,374"		9/10/12		"14,174"				
383	1200h	N3A13524	Line10		"13,802"	"12,004"		9/10/12		"13,204"	 			
333	600h	N3A13561	Line193		"5,849"	"7,800"		9/10/12		"8,400"				
331	600h	N4A08623	Line200		"16,250"	"4,169"		9/10/12		"4,769"				
329	600h	N4A08621	Line200		"16,253"	"4,161"		9/10/12		"4,761"				
330	600h	N4A08622	Line200		"16,377"	"4,141"		9/10/12		"4,741"				
375	600h	N3A13557	Line57		"8,236"	"4,270"		9/9/12		"4,870"				
323	600h	N3A13291	Line60		"15,451"	"11,879"		9/8/12		"12,479"				
334	600h	N3A13263	Line107		"13,042"	"11,046"		9/8/12		"11,646"				
341	600h	N4A08614	Line200		"16,458"	"4,237"		9/8/12		"4,837"				
336	600h	N4A08625	Line200		"16,029"	"4,145"		9/8/12		"4,745"				
339	600h	N4A08616	Line200		"16,103"	"4,141"		9/8/12		"4,741"				
337	600h	N4A08634	Line200		"16,022"	"4,133"		9/8/12		"4,733"				
338	600h	N4A08620	Line200		"15,318"	"3,791"		9/8/12		"4,391"				
340	600h	N4A08617	Line200		"16,115"	"3,267"		9/8/12		"3,867"				
335	1200h	N3A13724	Line193		"8,331"	"2,107"		9/8/12		"3,307"				
352	4000h	N3A13720	Line67		"17,986"	"16,384"		9/7/12		"18,384"				
351	600h	N3A13720	Line67		"17,986"	"16,384"		9/7/12		"16,984"				
344	600h	N3A13421	Line193		"18,305"	"13,303"		9/7/12		"13,903"				
347	4000h	N3A13556	Line112		"15,922"	"9,946"		9/7/12		"11,946"				
342	600h	N3A13293	Line193		"13,654"	"9,503"		9/7/12		"10,103"				
343	600h	AS0000090361	Line23		"7,819"	"6,408"		9/7/12		"7,008"				
348	600h	N3A13487	Line1		"10,798"	"8,389"		9/6/12		"8,989"				
353	600h	N3A13497	Line16		"13,317"	"7,982"		9/6/12		"8,582"				
345	4000h	AS0000090361	Line23		"7,789"	"6,390"		9/6/12		"8,390"				
311	600h	N3A13294	Line18		"16,629"	"14,545"		9/5/12		"15,145"				
310	4000h	N3A13320	Line193		"15,787"	"9,026"		9/5/12		"11,026"				
346	600h	N3A13719	Line94		"10,022"	"7,800"		9/5/12		"8,400"				
312	600h	N3A13422	Line12		"9,777"	"5,146"		9/5/12		"5,746"				
378	600h	N3A13300	Line97		"9,511"	"7,606"		9/4/12		"8,206"				
350	1200h	N3A13562	Line210		"6,852"	"1,206"		9/4/12		"2,406"				
349	1200h	N3A13563	Line208		"6,764"	950		9/4/12		"2,400"	 			
313	4000h	N3A13293	Line4		"13,547"	"9,399"		9/3/12		"11,399"				
314	600h	N3A13558	Line119		"11,554"	"8,420"		9/3/12		"9,020"				
315	2000h	N3A13552	Line28		"11,584"	"6,234"		9/3/12		"8,234"				
316	2000h	N3A13526	Line182		"12,441"	"5,213"		9/3/12		"7,213"				
318	600h	N3A13318	Line33		"18,792"	"16,284"		9/2/12		"17,484"				
320	4000h	N3A13253	Line29		"18,978"	"14,195"		9/2/12		"16,195"				
317	600h	N3A13493	Line63		"16,768"	"13,342"		9/2/12		"13,942"				
319	600h	N3A13250	Line193		"16,299"	"9,199"		9/2/12		"9,799"				
322	4000h	N3A13263	Line107		"12,828"	"10,834"		9/1/12		"12,834"				
321	600h	N3A13552	Line28		"11,537"	"5,186"		9/1/12		"5,786"				
305	4000h	N3A13260	Line19		"16,178"	"12,000"		8/31/12		"14,000"				
304	600h	N3A13718	Line99		"9,984"	"9,318"		8/31/12		"9,918"				
